Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;XOR;437;50,000000;415700;
Sigmoïde;XOR;438;50,000000;418400;
Sigmoïde;XOR;439;50,000000;419300;
Sigmoïde;XOR;440;50,000000;418400;
Sigmoïde;XOR;441;50,000000;421200;
Sigmoïde;XOR;442;50,000000;417600;
Sigmoïde;XOR;443;50,000000;440200;
Sigmoïde;XOR;444;50,000000;428600;
Sigmoïde;XOR;445;50,000000;440800;
Sigmoïde;XOR;446;50,000000;421800;
Sigmoïde;XOR;447;50,000000;540500;
Sigmoïde;XOR;448;50,000000;456800;
Sigmoïde;XOR;449;50,000000;429600;
Sigmoïde;XOR;450;50,000000;426000;
Sigmoïde;XOR;451;50,000000;443400;
Sigmoïde;XOR;452;50,000000;425100;
Sigmoïde;XOR;453;50,000000;432700;
Sigmoïde;XOR;454;50,000000;452200;
Sigmoïde;XOR;455;50,000000;441700;
Sigmoïde;XOR;456;50,000000;647100;
Sigmoïde;XOR;457;50,000000;447400;
Sigmoïde;XOR;458;50,000000;451700;
Sigmoïde;XOR;459;50,000000;436400;
Sigmoïde;XOR;460;50,000000;457000;
Sigmoïde;XOR;461;50,000000;443800;
Sigmoïde;XOR;462;50,000000;449600;
Sigmoïde;XOR;463;50,000000;446200;
Sigmoïde;XOR;464;50,000000;447200;
Sigmoïde;XOR;465;50,000000;448300;
Sigmoïde;XOR;466;50,000000;454800;
Sigmoïde;XOR;467;50,000000;450700;
Sigmoïde;XOR;468;50,000000;430900;
Sigmoïde;XOR;469;50,000000;454400;
Sigmoïde;XOR;470;50,000000;449400;
Sigmoïde;XOR;471;50,000000;464300;
Sigmoïde;XOR;472;50,000000;457400;
Sigmoïde;XOR;473;50,000000;464000;
Sigmoïde;XOR;474;50,000000;464000;
Sigmoïde;XOR;475;50,000000;472400;
Sigmoïde;XOR;476;50,000000;440100;
Sigmoïde;XOR;477;50,000000;439700;
Sigmoïde;XOR;478;50,000000;464900;
Sigmoïde;XOR;479;50,000000;456700;
Sigmoïde;XOR;480;50,000000;453000;
Sigmoïde;XOR;481;50,000000;453800;
Sigmoïde;XOR;482;50,000000;455500;
Sigmoïde;XOR;483;50,000000;602200;
Sigmoïde;XOR;484;50,000000;473300;
Sigmoïde;XOR;485;50,000000;459600;
Sigmoïde;XOR;486;50,000000;468500;
Sigmoïde;XOR;487;50,000000;475900;
Sigmoïde;XOR;488;50,000000;487900;
Sigmoïde;XOR;489;50,000000;579200;
Sigmoïde;XOR;490;50,000000;983500;
Sigmoïde;XOR;491;50,000000;548400;
Sigmoïde;XOR;492;50,000000;641500;
Sigmoïde;XOR;493;50,000000;724300;
Sigmoïde;XOR;494;50,000000;472300;
Sigmoïde;XOR;495;50,000000;474300;
Sigmoïde;XOR;496;50,000000;475600;
Sigmoïde;XOR;497;50,000000;469900;
Sigmoïde;XOR;498;50,000000;493700;
Sigmoïde;XOR;499;50,000000;487100;
Sigmoïde;XOR;500;50,000000;478100;
Sigmoïde;XOR;501;50,000000;563500;
Sigmoïde;XOR;502;50,000000;489000;
Sigmoïde;XOR;503;50,000000;488600;
Sigmoïde;XOR;504;50,000000;498100;
Sigmoïde;XOR;505;50,000000;478200;
Sigmoïde;XOR;506;50,000000;507700;
Sigmoïde;XOR;507;50,000000;496200;
Sigmoïde;XOR;508;50,000000;518300;
Sigmoïde;XOR;509;50,000000;505200;
Sigmoïde;XOR;510;50,000000;516700;
Sigmoïde;XOR;511;50,000000;501000;
Sigmoïde;XOR;512;50,000000;501200;
Sigmoïde;XOR;513;50,000000;496200;
Sigmoïde;XOR;514;50,000000;498000;
Sigmoïde;XOR;515;50,000000;541100;
Sigmoïde;XOR;516;50,000000;496400;
Sigmoïde;XOR;517;50,000000;493400;
Sigmoïde;XOR;518;50,000000;487500;
Sigmoïde;XOR;519;50,000000;554800;
Sigmoïde;XOR;520;50,000000;948600;
Sigmoïde;XOR;521;50,000000;880500;
Sigmoïde;XOR;522;50,000000;703000;
Sigmoïde;XOR;523;50,000000;866100;
Sigmoïde;XOR;524;50,000000;694200;
Sigmoïde;XOR;525;50,000000;590100;
Sigmoïde;XOR;526;50,000000;614000;
Sigmoïde;XOR;527;50,000000;552400;
Sigmoïde;XOR;528;50,000000;752300;
Sigmoïde;XOR;529;50,000000;649600;
Sigmoïde;XOR;530;50,000000;635600;
Sigmoïde;XOR;531;50,000000;597400;
Sigmoïde;XOR;532;50,000000;498000;
Sigmoïde;XOR;533;50,000000;492400;
Sigmoïde;XOR;534;50,000000;492000;
Sigmoïde;XOR;535;50,000000;494400;
Sigmoïde;XOR;536;50,000000;503600;
Sigmoïde;XOR;537;50,000000;496700;
Sigmoïde;XOR;538;50,000000;497200;
Sigmoïde;XOR;539;50,000000;498100;
Sigmoïde;XOR;540;50,000000;503600;
Sigmoïde;XOR;541;50,000000;500200;
Sigmoïde;XOR;542;50,000000;504900;
Sigmoïde;XOR;543;50,000000;688400;
Sigmoïde;XOR;544;50,000000;502800;
Sigmoïde;XOR;545;50,000000;501800;
Sigmoïde;XOR;546;50,000000;785200;
Sigmoïde;XOR;547;50,000000;508000;
Sigmoïde;XOR;548;50,000000;506300;
Sigmoïde;XOR;549;50,000000;506400;
Sigmoïde;XOR;550;50,000000;510200;
Sigmoïde;XOR;551;50,000000;514600;
Sigmoïde;XOR;552;50,000000;509300;
Sigmoïde;XOR;553;50,000000;510500;
Sigmoïde;XOR;554;50,000000;510900;
Sigmoïde;XOR;555;50,000000;517800;
Sigmoïde;XOR;556;50,000000;520900;
Sigmoïde;XOR;557;50,000000;515300;
Sigmoïde;XOR;558;50,000000;515600;
Sigmoïde;XOR;559;50,000000;519300;
Sigmoïde;XOR;560;50,000000;516400;
Sigmoïde;XOR;561;50,000000;518100;
Sigmoïde;XOR;562;50,000000;522700;
Sigmoïde;XOR;563;50,000000;543700;
Sigmoïde;XOR;564;50,000000;578200;
Sigmoïde;XOR;565;50,000000;573300;
Sigmoïde;XOR;566;50,000000;539700;
Sigmoïde;XOR;567;50,000000;539900;
Sigmoïde;XOR;568;50,000000;522700;
Sigmoïde;XOR;569;50,000000;558700;
Sigmoïde;XOR;570;50,000000;544400;
Sigmoïde;XOR;571;50,000000;548000;
Sigmoïde;XOR;572;50,000000;548500;
Sigmoïde;XOR;573;50,000000;543000;
Sigmoïde;XOR;574;50,000000;619900;
Sigmoïde;XOR;575;50,000000;544700;
Sigmoïde;XOR;576;50,000000;653400;
Sigmoïde;XOR;577;50,000000;543900;
Sigmoïde;XOR;578;50,000000;546100;
Sigmoïde;XOR;579;50,000000;550900;
Sigmoïde;XOR;580;50,000000;548000;
Sigmoïde;XOR;581;50,000000;549000;
Sigmoïde;XOR;582;50,000000;633900;
Sigmoïde;XOR;583;50,000000;570400;
Sigmoïde;XOR;584;50,000000;565000;
Sigmoïde;XOR;585;50,000000;564500;
Sigmoïde;XOR;586;50,000000;568600;
Sigmoïde;XOR;587;50,000000;566000;
Sigmoïde;XOR;588;50,000000;568400;
Sigmoïde;XOR;589;50,000000;570100;
Sigmoïde;XOR;590;50,000000;574900;
Sigmoïde;XOR;591;50,000000;570300;
Sigmoïde;XOR;592;50,000000;570500;
Sigmoïde;XOR;593;50,000000;579600;
Sigmoïde;XOR;594;50,000000;573200;
Sigmoïde;XOR;595;50,000000;573800;
Sigmoïde;XOR;596;50,000000;575300;
Sigmoïde;XOR;597;50,000000;580000;
Sigmoïde;XOR;598;50,000000;577800;
Sigmoïde;XOR;599;50,000000;595800;
Sigmoïde;XOR;600;50,000000;633500;
Sigmoïde;XOR;601;50,000000;581100;
Sigmoïde;XOR;602;50,000000;679300;
Sigmoïde;XOR;603;50,000000;669900;
Sigmoïde;XOR;604;50,000000;583700;
Sigmoïde;XOR;605;50,000000;582300;
Sigmoïde;XOR;606;50,000000;584200;
