Fonction;Operation;nbIteration;Taux de réussite (%);Temps d'entrainement(nanosecondes);
Sigmoïde;OR;558;100,000000;535900;
Sigmoïde;OR;559;100,000000;534400;
Sigmoïde;OR;560;100,000000;532300;
Sigmoïde;OR;561;100,000000;533500;
Sigmoïde;OR;562;100,000000;533500;
Sigmoïde;OR;563;100,000000;534300;
Sigmoïde;OR;564;100,000000;531900;
Sigmoïde;OR;565;100,000000;540500;
Sigmoïde;OR;566;100,000000;538400;
Sigmoïde;OR;567;100,000000;538200;
Sigmoïde;OR;568;100,000000;540400;
Sigmoïde;OR;569;100,000000;544200;
Sigmoïde;OR;570;100,000000;541500;
Sigmoïde;OR;571;100,000000;625000;
Sigmoïde;OR;572;100,000000;545000;
Sigmoïde;OR;573;100,000000;541400;
Sigmoïde;OR;574;100,000000;544900;
Sigmoïde;OR;575;100,000000;544500;
Sigmoïde;OR;576;100,000000;549100;
Sigmoïde;OR;577;100,000000;546700;
Sigmoïde;OR;578;100,000000;548100;
Sigmoïde;OR;579;100,000000;554400;
Sigmoïde;OR;580;100,000000;549600;
Sigmoïde;OR;581;100,000000;550900;
Sigmoïde;OR;582;100,000000;552800;
Sigmoïde;OR;583;100,000000;557400;
Sigmoïde;OR;584;100,000000;552300;
Sigmoïde;OR;585;100,000000;877300;
Sigmoïde;OR;586;100,000000;932800;
Sigmoïde;OR;587;100,000000;1045000;
Sigmoïde;OR;588;100,000000;720000;
Sigmoïde;OR;589;100,000000;558200;
Sigmoïde;OR;590;100,000000;719200;
Sigmoïde;OR;591;100,000000;563500;
Sigmoïde;OR;592;100,000000;561200;
Sigmoïde;OR;593;100,000000;562100;
Sigmoïde;OR;594;100,000000;565500;
Sigmoïde;OR;595;100,000000;563600;
Sigmoïde;OR;596;100,000000;564900;
Sigmoïde;OR;597;100,000000;568100;
Sigmoïde;OR;598;100,000000;674100;
Sigmoïde;OR;599;100,000000;564700;
Sigmoïde;OR;600;100,000000;572400;
Sigmoïde;OR;601;100,000000;569900;
Sigmoïde;OR;602;100,000000;570500;
Sigmoïde;OR;603;100,000000;578000;
Sigmoïde;OR;604;100,000000;617700;
Sigmoïde;OR;605;100,000000;572100;
Sigmoïde;OR;606;100,000000;574400;
Sigmoïde;OR;607;100,000000;578100;
Sigmoïde;OR;608;100,000000;574500;
Sigmoïde;OR;609;100,000000;577700;
Sigmoïde;OR;610;100,000000;784600;
Sigmoïde;OR;611;100,000000;579900;
Sigmoïde;OR;612;100,000000;580100;
Sigmoïde;OR;613;100,000000;588900;
Sigmoïde;OR;614;100,000000;582700;
Sigmoïde;OR;615;100,000000;582500;
Sigmoïde;OR;616;100,000000;586000;
Sigmoïde;OR;617;100,000000;583500;
Sigmoïde;OR;618;100,000000;620900;
Sigmoïde;OR;619;100,000000;589900;
Sigmoïde;OR;620;100,000000;615100;
Sigmoïde;OR;621;100,000000;589700;
Sigmoïde;OR;622;100,000000;589000;
Sigmoïde;OR;623;100,000000;595300;
Sigmoïde;OR;624;100,000000;591100;
Sigmoïde;OR;625;100,000000;592900;
Sigmoïde;OR;626;100,000000;598400;
Sigmoïde;OR;627;100,000000;594800;
Sigmoïde;OR;628;100,000000;595600;
Sigmoïde;OR;629;100,000000;600800;
Sigmoïde;OR;630;100,000000;596700;
Sigmoïde;OR;631;100,000000;598700;
Sigmoïde;OR;632;100,000000;598800;
Sigmoïde;OR;633;100,000000;604200;
